Институт: Фэи
| № |    Фамилия |    Cредний балл |    Возраст |
|601 |   Васильев |               1 |         18 |
|602 |    Смирнов |               1 |         18 |
|603 |      Попов |               1 |         18 |
|604 |     Иванов |               1 |         18 |
|605 |    Соколов |               1 |         18 |
|606 |      Попов |               1 |         18 |
|607 |   Кузнецов |               1 |         18 |
|608 |   Михайлов |               1 |         18 |
|609 |    Соколов |               1 |         18 |
|610 |   Васильев |               1 |         18 |
|611 |   Васильев |               6 |         17 |
|612 |      Попов |               6 |         17 |
|613 |     Иванов |               6 |         17 |
|614 |     Петров |               6 |         17 |
|615 |    Смирнов |               6 |         17 |
|616 |      Попов |               6 |         17 |
|617 |     Петров |               6 |         17 |
|618 |    Соколов |               6 |         17 |
|619 |   Васильев |               6 |         17 |
|620 |    Смирнов |               6 |         17 |
|621 |     Иванов |               6 |         17 |
|622 |   Кузнецов |               6 |         17 |
|623 |    Соколов |               6 |         17 |
|624 |    Соколов |               6 |         17 |
|625 |    Соколов |               6 |         17 |
|626 |   Васильев |               6 |         17 |
|627 |    Смирнов |               6 |         17 |
|628 |     Петров |               6 |         17 |
|629 |   Михайлов |               6 |         17 |
|630 |    Смирнов |               6 |         17 |
|631 |     Иванов |               6 |         17 |
|632 |   Михайлов |               6 |         17 |
|633 |     Петров |               6 |         17 |
|634 |     Иванов |               6 |         17 |
|635 |   Васильев |               6 |         17 |
|636 |   Васильев |               6 |         17 |
|637 |      Попов |               6 |         17 |
|638 |   Кузнецов |               5 |         17 |
|639 |   Васильев |               5 |         17 |
|640 |   Кузнецов |               5 |         17 |
|641 |      Попов |               5 |         17 |
|642 |      Попов |               5 |         17 |
|643 |   Михайлов |               5 |         17 |
|644 |   Васильев |               5 |         17 |
|645 |    Смирнов |               5 |         17 |
|646 |      Попов |               5 |         17 |
|647 |     Иванов |               5 |         17 |
|648 |   Кузнецов |               5 |         17 |
|649 |    Соколов |               5 |         17 |
|650 |     Петров |               5 |         17 |
|651 |   Кузнецов |               5 |         17 |
|652 |     Петров |               5 |         17 |
|653 |     Иванов |               5 |         17 |
|654 |    Соколов |               5 |         17 |
